x_m,y_m,r_m,phi_deg,E_diam_given_detectable_m,E_diam_mixed_mm,p_detectable,cov_weight,Dmin_m,Dmax_m,E_diam_err_given_detectable_m,E_diam_err_mixed_m,cov_err,n_ok,usable,near_axis_unusable_band
-720.0,-1290.0,1477.3287,240.8324,182.676563,182.676563,1.0,1.0,35.288629,274.729365,180.509402,180.509402,1.0,300,1,0
-690.0,-1290.0,1462.9422,241.8584,179.135636,179.135636,1.0,1.0,34.673747,269.97558,165.683059,165.683059,1.0,300,1,0
-660.0,-1290.0,1449.0342,242.9044,175.646148,175.646148,1.0,1.0,34.084695,265.27426,185.074903,185.074903,1.0,300,1,0
-630.0,-1290.0,1435.6183,243.9704,172.208125,172.208125,1.0,1.0,33.52141,260.625443,163.828231,163.828231,1.0,300,1,0
-600.0,-1290.0,1422.7087,245.0561,168.821597,168.821597,1.0,1.0,32.983828,256.029169,161.645567,161.645567,1.0,300,1,0
-570.0,-1290.0,1410.3191,246.1613,165.486591,165.486591,1.0,1.0,32.471885,251.485481,176.113303,176.113303,1.0,300,1,0
-540.0,-1290.0,1398.4634,247.2856,162.203139,162.203139,1.0,1.0,31.985517,246.994424,166.169429,166.169429,1.0,300,1,0
-510.0,-1290.0,1387.1554,248.4287,158.97127,158.97127,1.0,1.0,31.524663,242.556047,156.928038,156.928038,1.0,300,1,0
-480.0,-1290.0,1376.4084,249.5901,155.791018,155.791018,1.0,1.0,31.089258,238.170403,151.441749,151.441749,1.0,300,1,0
-450.0,-1290.0,1366.2357,250.7693,152.662416,152.662416,1.0,1.0,30.67924,233.837546,162.150599,162.150599,1.0,300,1,0
-420.0,-1290.0,1356.6503,251.9657,149.585498,149.585498,1.0,1.0,30.294547,229.557535,149.231225,149.231225,1.0,300,1,0
-390.0,-1290.0,1347.6646,253.1786,146.560267,146.560267,1.0,1.0,29.935115,225.33043,146.163899,146.163899,1.0,300,1,0
-360.0,-1290.0,1339.2909,254.4072,143.586786,143.586786,1.0,1.0,29.600884,221.156298,145.48874,145.48874,1.0,300,1,0
-330.0,-1290.0,1331.5405,255.6507,140.665097,140.665097,1.0,1.0,29.29179,217.035205,140.315021,140.315021,1.0,300,1,0
